customerID,risk_score,ensemble_probability,gb_probability,rf_probability,lr_probability,risk_level,monthly_revenue,annual_revenue_risk,tenure_months,contract_type,payment_method,actual_churn,priority_rank,churn_drivers,recommended_action
8970-ANWXO,22.5,0.2252,0.1154,0.3176,0.3608,Low,73.75,885.0,23,One year,Mailed check,0,3895,Manual payment method | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
2908-ZTPNF,22.5,0.2249,0.1325,0.3227,0.3088,Low,34.85,418.2,36,Month-to-month,Bank transfer (automatic),0,3899,Month-to-month contract | Paperless billing | Low engagement (2 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
3126-WQMGH,22.4,0.2242,0.1473,0.29,0.3175,Low,52.15,625.8,49,Month-to-month,Credit card (automatic),0,3903,Month-to-month contract | Paperless billing | Low engagement (1 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
2659-VXMWZ,22.3,0.2226,0.138,0.3003,0.3176,Low,111.3,1335.6,67,One year,Electronic check,1,3911,Manual payment method | Fiber optic (premium price risk) | Electronic check payment,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5014-WUQMG,22.2,0.2222,0.1233,0.3486,0.2799,Low,96.1,1153.2,47,One year,Electronic check,0,3919,Manual payment method | Fiber optic (premium price risk) | Electronic check payment,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
3694-GLTJM,22.2,0.2218,0.1546,0.2327,0.3738,Low,19.65,235.8,5,Month-to-month,Credit card (automatic),0,3920,Month-to-month contract | New customer (0-12 months) | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5268-DSMNQ,22.1,0.2209,0.1178,0.2838,0.3844,Low,97.95,1175.4,62,One year,Credit card (automatic),0,3922,Fiber optic (premium price risk) | Senior customer | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
2091-MJTFX,22.1,0.2207,0.1205,0.2477,0.4306,Low,51.2,614.4,30,Month-to-month,Credit card (automatic),1,3925,Month-to-month contract,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5555-RNPGT,22.1,0.2208,0.1137,0.3594,0.2806,Low,24.8,297.6,10,Month-to-month,Credit card (automatic),0,3929,Month-to-month contract | New customer (0-12 months) | Low engagement (1 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
3537-RYBHH,21.9,0.2195,0.156,0.2836,0.282,Low,67.45,809.4,47,Month-to-month,Credit card (automatic),0,3939,Month-to-month contract | Senior customer | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9586-JGQKH,21.9,0.2188,0.1597,0.3302,0.1994,Low,105.4,1264.8,64,Two year,Bank transfer (automatic),0,3944,Fiber optic (premium price risk) | Paperless billing | High charge ($105/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
4701-AHWMW,21.8,0.2176,0.1428,0.2323,0.3826,Low,54.55,654.6,55,Month-to-month,Bank transfer (automatic),1,3948,Month-to-month contract | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
3450-WXOAT,21.7,0.2168,0.1279,0.3156,0.2907,Low,45.2,542.4,46,Month-to-month,Credit card (automatic),0,3961,Month-to-month contract | Paperless billing | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
0440-QEXBZ,21.7,0.2174,0.1352,0.2824,0.3254,Low,50.15,601.8,44,Month-to-month,Mailed check,0,3964,Month-to-month contract | Manual payment method | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9039-RBEEE,21.6,0.2159,0.1342,0.2628,0.35,Low,48.95,587.4,39,Month-to-month,Credit card (automatic),1,3970,Month-to-month contract | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1707-HABPF,21.6,0.2161,0.1037,0.2623,0.4278,Low,91.3,1095.6,46,One year,Bank transfer (automatic),0,3974,Fiber optic (premium price risk) | Senior customer | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
3156-QLHBO,21.5,0.2155,0.126,0.245,0.3948,Low,19.25,231.0,2,Month-to-month,Mailed check,0,3978,Month-to-month contract | Manual payment method | New customer (0-12 months),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5985-BEHZK,21.4,0.2142,0.1351,0.2317,0.3856,Low,105.0,1260.0,72,One year,Credit card (automatic),0,3983,Fiber optic (premium price risk) | Senior customer | High charge ($105/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
0750-EBAIU,21.3,0.2128,0.091,0.3698,0.2817,Low,91.25,1095.0,52,One year,Electronic check,0,3993,Manual payment method | Fiber optic (premium price risk) | Electronic check payment,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
8409-WQJUX,21.3,0.2126,0.1446,0.1842,0.425,Low,54.2,650.4,25,One year,Electronic check,0,3995,Manual payment method | Electronic check payment,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
8402-EIVQS,21.2,0.2115,0.1289,0.3269,0.245,Low,100.9,1210.8,67,One year,Credit card (automatic),0,4002,Fiber optic (premium price risk) | Paperless billing | High charge ($101/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9128-CPXKI,21.1,0.2113,0.1011,0.3771,0.238,Low,95.8,1149.6,59,Two year,Electronic check,0,4010,Manual payment method | Fiber optic (premium price risk) | Electronic check payment,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
4946-EDSEW,21.1,0.2111,0.1063,0.2934,0.3496,Low,19.25,231.0,11,Month-to-month,Mailed check,1,4011,Month-to-month contract | Manual payment method | New customer (0-12 months),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
4489-SNOJF,21.1,0.211,0.1457,0.2652,0.2928,Low,72.25,867.0,35,Month-to-month,Electronic check,1,4012,Month-to-month contract | Manual payment method | Electronic check payment,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
6732-FZUGP,21.1,0.2109,0.1109,0.2605,0.3865,Low,94.9,1138.8,47,One year,Credit card (automatic),0,4013,Fiber optic (premium price risk) | High charge ($95/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
8053-WWDRO,21.0,0.2104,0.1037,0.3324,0.2942,Low,19.5,234.0,6,Month-to-month,Bank transfer (automatic),1,4015,Month-to-month contract | New customer (0-12 months) | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
3011-WQKSZ,20.9,0.2089,0.1342,0.2919,0.2708,Low,20.0,240.0,19,Month-to-month,Electronic check,0,4022,Month-to-month contract | Manual payment method | Electronic check payment,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
2159-TURXX,20.9,0.2087,0.1383,0.2594,0.3087,Low,20.05,240.6,5,Month-to-month,Credit card (automatic),0,4024,Month-to-month contract | New customer (0-12 months) | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
3638-DIMPH,20.9,0.209,0.0928,0.3051,0.3553,Low,43.8,525.6,13,One year,Electronic check,0,4029,Manual payment method | Electronic check payment | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5955-EPOAZ,20.8,0.2085,0.1145,0.2129,0.4368,Low,20.95,251.4,6,Month-to-month,Mailed check,0,4033,Month-to-month contract | Manual payment method | New customer (0-12 months),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
4365-MSDYN,20.8,0.2077,0.1284,0.2639,0.3218,Low,19.55,234.6,8,Month-to-month,Bank transfer (automatic),0,4041,Month-to-month contract | New customer (0-12 months) | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
2599-CZABP,20.8,0.2085,0.0928,0.3191,0.3319,Low,44.6,535.2,14,One year,Electronic check,0,4043,Manual payment method | Electronic check payment | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
7868-BGSZA,20.6,0.2062,0.1167,0.2702,0.3338,Low,80.2,962.4,43,One year,Electronic check,0,4054,Manual payment method | Electronic check payment | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9391-DXGGG,20.6,0.2065,0.095,0.2432,0.4302,Low,89.15,1069.8,44,One year,Credit card (automatic),0,4057,Fiber optic (premium price risk) | Senior customer | High charge ($89/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
3391-JSQEW,20.5,0.2051,0.1309,0.2934,0.258,Low,50.15,601.8,40,Month-to-month,Mailed check,0,4059,Month-to-month contract | Manual payment method | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
8929-KSWIH,20.5,0.2049,0.1152,0.2963,0.2922,Low,99.3,1191.6,25,Two year,Bank transfer (automatic),0,4060,Fiber optic (premium price risk) | High charge ($99/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
0744-GKNGE,20.4,0.2043,0.1426,0.2882,0.2325,Low,86.8,1041.6,64,Month-to-month,Bank transfer (automatic),0,4063,Month-to-month contract | Fiber optic (premium price risk) | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
6661-EIPZC,20.4,0.2039,0.12,0.3076,0.2582,Low,29.5,354.0,48,Month-to-month,Credit card (automatic),0,4068,Month-to-month contract | Paperless billing | Low engagement (1 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
3675-EQOZA,20.3,0.2034,0.1313,0.2685,0.2859,Low,20.65,247.8,5,Month-to-month,Bank transfer (automatic),0,4074,Month-to-month contract | New customer (0-12 months) | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
3099-OONVS,20.2,0.2022,0.1268,0.3237,0.2086,Low,54.3,651.6,25,Month-to-month,Electronic check,0,4080,Month-to-month contract | Manual payment method | Electronic check payment,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
6164-HXUGH,20.2,0.2022,0.0887,0.2999,0.3393,Low,19.85,238.2,6,Month-to-month,Mailed check,0,4082,Month-to-month contract | Manual payment method | New customer (0-12 months),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5236-PERKL,20.1,0.2011,0.1019,0.3576,0.2143,Low,112.95,1355.4,57,Two year,Bank transfer (automatic),1,4088,Fiber optic (premium price risk) | Paperless billing | High charge ($113/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9025-ZRPVR,20.1,0.2013,0.1129,0.1945,0.4327,Low,18.95,227.4,9,Month-to-month,Mailed check,1,4089,Month-to-month contract | Manual payment method | New customer (0-12 months),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1735-XMJVH,19.9,0.1994,0.1003,0.2444,0.3798,Low,19.35,232.2,8,Month-to-month,Mailed check,0,4104,Month-to-month contract | Manual payment method | New customer (0-12 months),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
6671-NGWON,19.8,0.1981,0.1037,0.2363,0.3766,Low,20.35,244.2,7,Month-to-month,Mailed check,0,4117,Month-to-month contract | Manual payment method | New customer (0-12 months),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
0895-LMRSF,19.8,0.1982,0.1003,0.2351,0.3874,Low,64.9,778.8,23,One year,Bank transfer (automatic),0,4119,Paperless billing | Low engagement (2 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
3530-CRZSB,19.7,0.197,0.1037,0.2351,0.3728,Low,20.65,247.8,7,Month-to-month,Mailed check,0,4123,Month-to-month contract | Manual payment method | New customer (0-12 months),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9092-GDZKO,19.7,0.1966,0.1208,0.2404,0.3202,Low,24.85,298.2,22,Month-to-month,Credit card (automatic),0,4126,Month-to-month contract | Paperless billing | Low engagement (1 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
0128-MKWSG,19.7,0.1971,0.1197,0.2836,0.2608,Low,45.8,549.6,26,Month-to-month,Mailed check,0,4127,Month-to-month contract | Manual payment method,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
7629-WFGLW,19.7,0.1967,0.1018,0.3364,0.2245,Low,95.65,1147.8,56,One year,Electronic check,0,4131,Manual payment method | Fiber optic (premium price risk) | Electronic check payment,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5360-LJCNJ,19.6,0.1962,0.1102,0.3167,0.2308,Low,105.15,1261.8,71,Two year,Bank transfer (automatic),0,4137,Fiber optic (premium price risk) | Paperless billing | High charge ($105/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5445-PZWGX,19.5,0.1954,0.1055,0.341,0.202,Low,102.0,1224.0,62,One year,Electronic check,1,4141,Manual payment method | Fiber optic (premium price risk) | Electronic check payment,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1376-HHBDV,19.5,0.1952,0.109,0.2944,0.2618,Low,48.8,585.6,30,Month-to-month,Mailed check,0,4142,Month-to-month contract | Manual payment method | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1140-UKVZG,19.5,0.1946,0.0996,0.3016,0.2714,Low,24.8,297.6,17,Month-to-month,Mailed check,0,4144,Month-to-month contract | Manual payment method | Low engagement (1 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9138-EFSMO,19.3,0.1927,0.0713,0.2598,0.3955,Low,78.95,947.4,26,One year,Bank transfer (automatic),0,4154,Fiber optic (premium price risk) | Low engagement (1 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
7036-ZZKBD,19.3,0.193,0.1161,0.2198,0.3451,Low,66.4,796.8,31,Month-to-month,Credit card (automatic),0,4158,Month-to-month contract | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
7016-NVRIC,19.2,0.1925,0.0851,0.2424,0.3862,Low,90.1,1081.2,29,One year,Bank transfer (automatic),0,4165,Fiber optic (premium price risk) | Senior customer | High charge ($90/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
2266-SJNAT,19.1,0.1908,0.1079,0.2684,0.2818,Low,109.15,1309.8,72,One year,Credit card (automatic),0,4169,Fiber optic (premium price risk) | High charge ($109/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
7666-WKRON,19.1,0.1906,0.0821,0.3477,0.2265,Low,80.45,965.4,39,Two year,Electronic check,1,4173,Manual payment method | Fiber optic (premium price risk) | Electronic check payment,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
6972-SNKKW,19.1,0.1914,0.0927,0.2236,0.3899,Low,20.0,240.0,6,Month-to-month,Mailed check,0,4174,Month-to-month contract | Manual payment method | New customer (0-12 months),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
0824-VWDPO,19.1,0.191,0.1052,0.254,0.3108,Low,96.75,1161.0,45,One year,Bank transfer (automatic),0,4177,Fiber optic (premium price risk) | High charge ($97/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5396-IZEPB,19.1,0.1915,0.1196,0.2549,0.276,Low,19.7,236.4,9,Month-to-month,Credit card (automatic),0,4178,Month-to-month contract | New customer (0-12 months) | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9107-UKCKY,19.1,0.1906,0.1326,0.2443,0.2551,Low,79.8,957.6,61,One year,Electronic check,0,4183,Manual payment method | Electronic check payment | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1097-FSPVW,19.0,0.1904,0.1035,0.3089,0.2298,Low,54.55,654.6,42,Month-to-month,Credit card (automatic),0,4194,Month-to-month contract | Low engagement (2 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
2023-VQFDL,18.9,0.1891,0.1119,0.2544,0.2842,Low,19.0,228.0,18,Month-to-month,Electronic check,0,4200,Month-to-month contract | Manual payment method | Electronic check payment,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
4830-FAXFM,18.9,0.1895,0.1116,0.2359,0.3146,Low,24.1,289.2,19,Month-to-month,Credit card (automatic),0,4203,Month-to-month contract | Paperless billing | Low engagement (1 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
3077-RSNTJ,18.7,0.1873,0.0813,0.2617,0.3407,Low,19.7,236.4,6,Month-to-month,Mailed check,0,4210,Month-to-month contract | Manual payment method | New customer (0-12 months),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
4504-YOULA,18.5,0.1853,0.1008,0.2808,0.2534,Low,59.45,713.4,35,Month-to-month,Credit card (automatic),0,4230,Month-to-month contract | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9367-TCUYN,18.4,0.1842,0.0885,0.2497,0.3252,Low,20.1,241.2,12,Month-to-month,Mailed check,0,4235,Month-to-month contract | Manual payment method | New customer (0-12 months),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
4002-BQWPQ,18.4,0.1839,0.1178,0.2297,0.2802,Low,81.75,981.0,25,Month-to-month,Bank transfer (automatic),0,4237,Month-to-month contract | High charge ($82/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5832-EXGTT,18.3,0.1831,0.1147,0.2436,0.2633,Low,60.2,722.4,29,Month-to-month,Mailed check,0,4246,Month-to-month contract | Manual payment method | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
6319-QSUSR,18.3,0.1827,0.0938,0.3054,0.2212,Low,19.7,236.4,11,Month-to-month,Credit card (automatic),0,4253,Month-to-month contract | New customer (0-12 months) | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9364-YKUVW,18.0,0.1796,0.1045,0.2422,0.2732,Low,19.8,237.6,15,Month-to-month,Mailed check,0,4270,Month-to-month contract | Manual payment method | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9644-KVCNC,18.0,0.1803,0.083,0.235,0.3414,Low,92.15,1105.8,66,One year,Bank transfer (automatic),0,4277,Fiber optic (premium price risk) | Paperless billing | High charge ($92/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
7706-DZNKK,18.0,0.1801,0.1152,0.2077,0.3008,Low,20.45,245.4,11,Month-to-month,Credit card (automatic),0,4278,Month-to-month contract | New customer (0-12 months) | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
6766-HFKLA,18.0,0.1801,0.096,0.2786,0.2427,Low,103.2,1238.4,56,Two year,Bank transfer (automatic),0,4280,Fiber optic (premium price risk) | High charge ($103/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
7531-GQHME,17.8,0.1782,0.0966,0.2685,0.247,Low,20.05,240.6,12,Month-to-month,Credit card (automatic),0,4291,Month-to-month contract | New customer (0-12 months) | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
4531-AUZNK,17.8,0.1779,0.0905,0.2873,0.2324,Low,95.15,1141.8,51,One year,Mailed check,0,4294,Manual payment method | Fiber optic (premium price risk) | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9565-JSNFM,17.8,0.1778,0.067,0.2246,0.3844,Low,70.45,845.4,38,One year,Bank transfer (automatic),1,4295,Fiber optic (premium price risk) | Paperless billing | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
2129-ALKBS,17.8,0.1783,0.1295,0.2479,0.1957,Low,26.2,314.4,40,Month-to-month,Electronic check,0,4296,Month-to-month contract | Manual payment method | Electronic check payment,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9762-YAQAA,17.8,0.1782,0.069,0.2265,0.379,Low,81.4,976.8,39,One year,Credit card (automatic),0,4297,Fiber optic (premium price risk) | Low engagement (2 services) | High charge ($81/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
8041-TMEID,17.7,0.1767,0.0945,0.2799,0.2275,Low,108.5,1302.0,63,Two year,Credit card (automatic),0,4307,Fiber optic (premium price risk) | Senior customer | High charge ($108/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
4770-QAZXN,17.6,0.1762,0.0847,0.2481,0.2972,Low,19.45,233.4,13,Month-to-month,Credit card (automatic),0,4309,Month-to-month contract | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
4785-QRJHC,17.6,0.1755,0.1105,0.1967,0.3064,Low,59.9,718.8,46,One year,Bank transfer (automatic),1,4317,Senior customer | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1045-LTCYT,17.5,0.1753,0.0909,0.2826,0.2254,Low,21.05,252.6,8,Month-to-month,Credit card (automatic),0,4322,Month-to-month contract | New customer (0-12 months) | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
2338-BQEZT,17.5,0.1747,0.1037,0.2976,0.1681,Low,50.55,606.6,55,Month-to-month,Credit card (automatic),0,4323,Month-to-month contract | Paperless billing | Low engagement (1 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
0665-XHDJU,17.4,0.1741,0.09,0.2597,0.256,Low,99.4,1192.8,72,Two year,Electronic check,0,4333,Manual payment method | Fiber optic (premium price risk) | Electronic check payment,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
8963-MQVYN,17.4,0.1738,0.1324,0.197,0.2425,Low,20.55,246.6,22,Month-to-month,Electronic check,0,4335,Month-to-month contract | Manual payment method | Electronic check payment,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
3022-BEXHZ,17.4,0.1739,0.0918,0.3197,0.1602,Low,111.2,1334.4,67,Two year,Bank transfer (automatic),0,4340,Fiber optic (premium price risk) | Paperless billing | High charge ($111/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
3096-WPXBT,17.3,0.1732,0.0858,0.2701,0.2466,Low,100.7,1208.4,61,One year,Credit card (automatic),0,4350,Fiber optic (premium price risk) | Paperless billing | High charge ($101/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
6500-JVEGC,17.3,0.1726,0.1119,0.2517,0.2057,Low,101.35,1216.2,68,One year,Bank transfer (automatic),0,4352,Fiber optic (premium price risk) | High charge ($101/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1345-GKDZZ,17.3,0.1733,0.0848,0.2055,0.3462,Low,19.55,234.6,6,Month-to-month,Mailed check,0,4355,Month-to-month contract | Manual payment method | New customer (0-12 months),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
2533-QVMSK,17.3,0.1726,0.1092,0.2652,0.1921,Low,94.1,1129.2,61,Two year,Electronic check,1,4359,Manual payment method | Fiber optic (premium price risk) | Electronic check payment,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9470-RTWDV,17.2,0.1724,0.0777,0.2405,0.307,Low,82.0,984.0,26,One year,Credit card (automatic),0,4363,Paperless billing | High charge ($82/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
4011-ARPHK,17.2,0.1723,0.092,0.2753,0.2183,Low,50.35,604.2,27,Month-to-month,Mailed check,0,4365,Month-to-month contract | Manual payment method | Low engagement (1 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
3597-YASZG,17.1,0.1714,0.0824,0.2921,0.2127,Low,104.45,1253.4,70,Two year,Bank transfer (automatic),0,4369,Fiber optic (premium price risk) | Senior customer | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
4419-UJMUS,17.1,0.1707,0.1017,0.266,0.2001,Low,99.35,1192.2,69,Two year,Electronic check,0,4376,Manual payment method | Fiber optic (premium price risk) | Electronic check payment,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
3523-QRQLL,17.0,0.1705,0.095,0.2039,0.3091,Low,69.5,834.0,22,One year,Bank transfer (automatic),1,4381,Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
